Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.99625379,8.256305499,6.795383423,6.453851341,3.871436939
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44009492130,44458571546,39966091359,42117450737,50610647354
India,IND,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,55.5,56.2,56.2,52.1,49.7
India,IND,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,54.52099,55.94046,60.9076,67.49639,71.04511
Indonesia,IDN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,13389.41294,13308.3268,13380.83388,14236.93877,14147.67136
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.64771E+12,2.7449E+12,2.89413E+12,3.11705E+12,3.33223E+12
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10219.17641,10482.699,10941.92095,11671.43233,12360.69174
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.8763223,5.033069183,5.069785901,5.17429154,5.01928768
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,19779127977,4541713739,20510310832,18909826044,24993551748
Indonesia,IDN,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29.7,30.6,30,30.1,30.1
Indonesia,IDN,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,62.11215,64.66011,66.86799,68.184,69.57879
"Iran, Islamic Rep.",IRN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,29011.49138,30914.85244,33226.29815,40864.32901,42000
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.13104E+12,1.22142E+12,1.28138E+12,1.28806E+12,1.27091E+12
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13828.43857,14661.83944,15163.29231,15044.36914,14681.68732
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.424884939,8.815086643,2.758505246,-1.838007571,-3.070587985
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2050000000,3372000000,5019000000,2373000000,1508000000
"Iran, Islamic Rep.",IRN,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,44.1,44.7,44.7,44.7,44.7
"Iran, Islamic Rep.",IRN,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,55.37743,55.70786,55.69678,58.63915,58.54658
Iraq,IRQ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1167.333333,1182,1184,1182.75,1182
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.47324E+11,3.45187E+11,3.95295E+11,4.15459E+11,4.46231E+11
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.722864019,13.78737302,-1.819750351,2.633850991,5.513790574
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000
Iraq,IRQ,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,31.5,31.5,30.8,30.8,30.8
Iraq,IRQ,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,42.86367,44.14072,44.61783,44.65481,44.70443
Jamaica,JAM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,116.9697766,125.0950346,127.9645442,128.8715191,133.3121183
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,25418047672,26720429297,28040446747,29257238701,30047836362
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9095.919824,9533.834148,9984.577117,10405.03397,10678.84167
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,924977863.7,927976719,888835228.5,774620603.1,665415555
Jamaica,JAM,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,35.3,33.1,33.1,35.1,35.1
Jamaica,JAM,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,66.18983,67.31221,67.72419,68.2738,69.67997
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.71,0.71,0.71,0.71,0.71
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,87705168919,90248991241,98364955804,1.02663E+11,1.06335E+11
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9237.718184,9056.909866,9629.102997,9814.924305,9939.036937
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.496528793,1.994180849,2.473598154,1.919072636,1.751239059
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1600281690,1552957746,2029718310,954929577.5,729718309.9
Jordan,JOR,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29.5,27.6,28.1,28.6,28.6
Jordan,JOR,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,56.73912,57.0245,59.92558,61.28281,68.97453
Kazakhstan,KAZ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,221.7283333,342.16,326.0010227,344.7058333,382.7473106
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.07416E+11,4.23833E+11,4.48473E+11,4.78084E+11,5.0856E+11
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.200000001,1.099999999,4.100000003,4.099999993,4.500000001
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6577824050,17223789548,4757396811,353291554.6,3730856271
Kazakhstan,KAZ,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29.2,29.2,29.2,29.4,28.4
Kazakhstan,KAZ,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,70.91902,74.84879,76.87746,78.04085,79.55915
Kenya,KEN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,98.17845333,101.5043695,103.4100045,101.301574,101.9912984
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.76338E+11,1.92816E+11,2.11109E+11,2.28394E+11,2.44381E+11
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,619724465,469533310.7,1346085345,767761506.7,469940266.8
Kenya,KEN,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,37.1,37.4,37.4,37.2,37.2
Kenya,KEN,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,58.00993,62.79134,65.40809,70.97866,73.21648
Kiribati,KIR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,231157906.2,232358184.5,237212544.7,255337077,254297805.7
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.865174721,-0.478196755,0.186027237,5.113636364,-2.162162162
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-819824.3529,1806963.916,784797.2549,-1144364.717,-558280.5023
Kiribati,KIR,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,32.7,32.7,32.7,32.7,32.7
Kiribati,KIR,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,45.40564,46.74575,46.16176,46.76976,46.93884
"Korea, Dem. People's Rep.",PRK,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,78207032,89317271.7,-12832421.9,1953528.5,29895010.3
"Korea, Dem. People's Rep.",PRK,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,..,..,..,..,..
Kosovo,XKX,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.901296423,0.903421436,0.885205508,0.846772667,0.893215581
Kosovo,XKX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,16732391621,17789238052,18691209712,19792605503,21106055634
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9357.135136,10007.68923,10436.16885,11013.72807,11798.48801
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.91623248,5.571774535,4.825656356,3.406630991,4.756800622
Kosovo,XKX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,343350610.6,243787145.2,286835212.1,318542991.6,285081551.3
Kosovo,XKX,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,15.2,15.2,15.2,15.2,15.2
Kosovo,XKX,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,63.02811,64.90617,70.51486,71.04522,73.18473
Kyrgyz Republic,KGZ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,64.46210827,69.91406583,68.86666786,68.84032033,69.78934918
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,25107317901,28459201788,31280403475,33236151607,35388886459
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.875825448,4.335855917,4.739937225,3.757910125,4.600625666
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1144054000,619220700,-107212800,144222600,403865100
Kyrgyz Republic,KGZ,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,29,29,29,29,29
Kyrgyz Republic,KGZ,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,61.2702,61.31719,62.35959,65.41049,67.82089
Lao PDR,LAO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,8127.610598,8124.366756,8244.843189,8401.334766,8679.409093
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,41582719416,46849968684,50463792572,54905728239,58941065129
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6126.440613,6798.360308,7211.259089,7727.752551,8172.577923
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.270065844,7.022836255,6.892530873,6.247960008,5.457735092
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1077759915,935296172.8,1693080811,1358019506,755524124.2
Lao PDR,LAO,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,25.3,26.2,26.2,24.1,24.1
Lao PDR,LAO,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,48.20686,49.05728,49.98578,49.77807,50.82456
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1507.5,1507.5,1507.5,1507.5,1507.5
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,98413136246,1.03819E+11,1.08794E+11,1.0931E+11,1.03576E+11
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.462320793,1.554549409,0.903028464,-1.884705756,-6.914924729
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2159289952,2568485071,2522409653,2658003845,1906392482
Lebanon,LBN,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,30.3,30.3,30.3,31.1,32.2
Lebanon,LBN,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,54.71496,54.46561,54.35106,54.42282,54.3316
Lesotho,LSO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,12.75893088,14.70961089,13.32380142,13.23392647,14.44842705
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6336215168,6256333489,5580816992,5630365168,5650099533
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2990.867293,2918.240216,2571.074027,2561.565797,2538.569643
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.12406678,3.608907317,-3.138174937,-1.480633158,-1.417993831
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,113220010.4,79234548.91,42168784.11,40874071.93,35732593.41
Lesotho,LSO,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,13.6,13.6,13.6,13.6,13.6
Lesotho,LSO,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,55.18767,58.01146,58.56005,58.68291,59.4294
Liberia,LBR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,86.18836657,94.42724359,112.7066667,144.0555758,186.4297446
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5869634044,6558153166,7355207879,7619220308,7564542593
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1272.596565,1393.543985,1533.411238,1558.316835,1517.372933
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,232679832.5,311699760.3,247842983,129129754.8,86681700.46
Liberia,LBR,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,47.7,45.5,45.5,45.5,46.2
Liberia,LBR,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,39.95919,39.98301,43.58222,43.54307,43.22747
Libya,LBY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.38120986,1.390368679,1.393820011,1.364966667,1.398262897
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.37239E+11,1.37403E+11,1.54436E+11,1.70708E+11,1.54316E+11
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..
Libya,LBY,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,32.6,32.6,32.6,32.6,32.6
Libya,LBY,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,32.61441,32.47692,32.50611,32.73696,32.68552
Madagascar,MDG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2933.508333,3176.539167,3116.11,3334.752255,3618.321858
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37486176943,39996972857,40514544581,42813829788,45504378039
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1508.442706,1568.389357,1548.156425,1594.761492,1652.713347
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.132298075,3.993146062,3.933307595,3.194356517,4.411232129
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,328059305.6,540842779.8,464856589.6,612036371.4,474311425.4
Madagascar,MDG,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,38.1,38.1,38.1,38.3,38.3
Madagascar,MDG,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,41.89608,42.74769,46.38142,47.04235,47.72865
Malawi,MWI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,499.6058333,718.005,730.2725,732.3333333,745.5406679
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,24682399885,25675377327,26013119290,27808369364,29849461524
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1457.139406,1475.119612,1454.777492,1513.967035,1582.070725
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.800000001,2.499999999,4,4.391688296,5.448181336
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,287746689.2,115700000,90200000,77012306,55227831.63
Malawi,MWI,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,34.5,34.5,34.5,34.5,34.5
Malawi,MWI,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,49.70961,53.22437,59.52076,60.362,60.9371
Malaysia,MYS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,3.905500263,4.148300663,4.300440878,4.035130137,4.142469736
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7.50777E+11,7.83874E+11,8.29297E+11,8.90363E+11,9.46334E+11
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24164.95968,24864.03924,25935.13952,27480.95492,28848.10085
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,9857162112,13470089921,9368469823,8304480742,9154921685
Malaysia,MYS,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,40,40,39.2,39.2,38.7
Malaysia,MYS,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,78.60753,78.27291,78.77204,81.33541,81.47337
Maldives,MDV,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.36633122,15.36840768,15.38696851,15.39083727,15.38204192
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7665622907,8337429054,9081264533,10105671923,11037737581
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17598.57594,18354.19339,19221.967,20634.01093,21878.22112
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.971715713,6.572236154,7.05453899,8.668006197,7.298335754
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,297975993.4,456639057.3,457808313.6,575658028.2,961037565.7
Maldives,MDV,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,30.2,30.2,30.2,30.2,30.2
Maldives,MDV,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,52.4375,52.38841,53.20063,53.2984,53.27453
Mali,MLI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,591.211698,592.6056151,580.6567496,555.4464584,585.9110132
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,35447022304,39326484634,41593677731,44615313333,47575723869
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1957.003495,2103.008648,2153.845638,2238.118108,2313.159094
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,275525536,356476591.9,560747464.4,467295391.1,859091549.2
Mali,MLI,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,48.3,48.3,48.3,48.3,54.5
Mali,MLI,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,50.27763,52.61403,52.87624,53.12964,52.94472
Marshall Islands,MHL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,201171113.1,207544249,219383270.3,237371206.4,266657050.4
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4071.465555,4294.40396,4649.23115,5161.477884,5961.747684
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.100519333,2.144291104,3.733798238,5.659210564,10.35782945
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-5393638.499,-3055847.449,5835497.48,9752051.362,5164920.156
Marshall Islands,MHL,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,64.8,64.8,64.8,65.7,65.9
Marshall Islands,MHL,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,50.5639,50.90663,50.94163,50.93322,50.8911
Mauritania,MRT,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,32.46716667,35.23708333,35.79441667,35.6775,36.69083333
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,16995094117,19569042827,21877780560,23472880377,24644478222
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4306.676799,4829.608609,5259.062902,5496.245211,5621.653077
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.376339237,1.260909217,6.270545679,4.772173673,3.14100487
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,501726765.7,271134845,588217194.8,772890477.2,-883561115.8
Mauritania,MRT,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,67,67,67,67,67
Mauritania,MRT,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,43.75791,46.88194,48.44839,49.37674,51.06288
Mauritius,MUS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,35.0567,35.54188333,34.48140833,33.93445,35.47351667
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,24933809775,26928787117,28009438333,29832047092,31245215965
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19743.6253,21308.6853,22143.82655,23571.89416,24680.5578
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,216455188.3,378764432.3,479995890.3,460511368.2,444077760.9
Mauritius,MUS,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,21.5,21.8,21.9,22.1,22.2
Mauritius,MUS,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,76.02546,76.48622,78.89594,80.33655,81.46811
Mexico,MEX,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.84826667,18.66405833,18.92651667,19.24434167,19.26363333
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.30902E+12,2.45781E+12,2.52831E+12,2.60627E+12,2.63877E+12
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19217.85879,20225.71024,20582.25237,21015.92576,21095.73542
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.702323426,1.772493234,1.871728525,1.972082111,-0.278148781
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,36249939587,38899291800,33114767572,37857183452,29946318759
Mexico,MEX,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,53.5,52.9,53.4,55.7,55.1
Mexico,MEX,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,71.64492,72.37307,72.53669,72.3064,72.35556
"Micronesia, Fed. Sts.",FSM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1,1,1,1,1
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,364778257.9,371750767.5,388973040.6,399167247.9,411101569.5
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.621884004,0.900180417,2.682185944,0.2116536,1.174799228
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,60.5,60.5,60.5,60.5,60.5
"Micronesia, Fed. Sts.",FSM,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,48.09489,48.08887,48.10096,48.09786,48.10341
Moldova,MDA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,18.81847515,19.92382756,18.49903489,16.80205172,17.57346887
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,26410710406,29398801549,31585536712,33663117639,35484282417
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9312.734586,10487.63855,11464.01815,12434.64847,13318.80593
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.338235622,4.646014363,4.175612051,4.075595466,3.552314085
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,225870000,87440000,149520000,309640000,521370000
Moldova,MDA,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,39.9,40.4,40.5,40.3,38.7
